,t (mm),d (mm),fy (MPa),E (MPa),Mu (kN⋅m)
16597,6.62,530,294,210.0,302.9
16598,1.87,207,308,209.354,109.0
16599,16.58,569,395,200.36,831.2
16600,17.66,510,434,200.961,1030.7
16601,3.27,552,319,199.584,1022.3
16602,0.76,113,260,208.891,49.7
16603,6.93,424,326,209.162,234.2
16604,15.05,535,341,198.943,1110.8
16605,17.59,414,376,200.107,902.3
16606,10.17,583,379,199.382,565.3
16607,18.11,584,387,199.499,1589.2
16608,7.48,150,269,209.093,1.6
16609,17.05,539,345,199.067,1478.5
16610,10.23,439,339,199.091,1328.0
16611,9.11,610,359,199.304,1255.9
16612,4.72,112,296,208.991,381.7
16613,11.91,299,262,210.0,1357.5
16614,10.28,418,271,210.0,420.9
16615,14.13,496,360,199.941,1146.7
16616,10.42,444,421,209.698,155.2
16617,1.6,145,332,210.0,1.6
16618,13.41,488,259,209.624,84.0
16619,13.83,610,367,199.535,1293.6
16620,21.41,610,378,199.858,1299.7
16621,20.12,558,377,199.032,1040.2
16622,1.71,106,284,209.945,6.0
16623,3.13,242,315,210.0,19.9
16624,8.01,369,254,209.514,394.7
16625,14.89,202,420,209.759,1.6
16626,6.9,388,369,209.978,140.1
16627,6.17,394,289,208.848,70.7
16628,12.6,584,333,199.502,1586.7
16629,7.23,553,384,200.448,1403.8
16630,11.8,227,359,208.435,371.0
16631,11.43,425,279,210.0,237.0
16632,0.76,252,311,209.099,1.6
16633,1.75,217,304,208.931,104.3
16634,14.21,449,380,199.406,1207.2
16635,3.32,346,286,208.839,322.8
16636,6.51,293,354,209.774,251.2
16637,21.32,517,349,201.201,711.3
16638,4.62,464,284,210.0,31.1
16639,13.48,521,385,199.859,1292.0
16640,12.22,414,245,210.0,1304.6
16641,23.47,610,420,199.155,1654.4
16642,0.76,223,333,209.612,1.6
16643,4.59,143,273,209.463,295.2
16644,7.51,218,245,210.0,191.0
16645,6.98,222,299,210.0,276.0
16646,21.94,527,386,199.836,908.4
16647,0.76,151,246,209.357,1.6
16648,3.44,158,245,209.25,1.6
16649,0.76,268,296,209.273,109.7
16650,7.33,402,342,198.958,1117.0
16651,0.76,219,341,209.371,1.6
16652,2.79,138,280,210.0,148.7
16653,18.15,550,397,199.83,997.4
16654,18.57,441,434,198.943,516.5
16655,1.7,167,309,210.0,115.1
16656,8.61,610,394,199.011,1815.5
16657,15.2,421,254,199.674,822.6
16658,19.25,444,352,198.943,1038.9
16659,25.37,516,434,200.564,1049.1
16660,12.72,382,360,209.473,849.5
16661,5.69,100,325,209.06,405.7
16662,18.81,610,411,200.378,1302.9
16663,0.76,184,296,209.16,66.7
16664,3.24,151,296,209.474,215.6
16665,16.33,522,388,199.972,1424.8
16666,16.88,610,428,199.454,1442.3
16667,1.72,163,294,209.428,211.5
16668,11.6,406,337,199.045,903.3
16669,5.16,175,289,209.424,77.0
16670,6.88,425,348,200.122,951.1
16671,0.76,144,303,209.427,71.3
16672,6.69,479,347,209.407,182.5
16673,17.89,510,348,200.06,904.7
16674,12.44,366,246,200.549,798.7
16675,6.33,533,367,209.707,76.1
16676,5.53,189,379,208.858,216.4
16677,15.88,504,406,209.607,248.2
16678,6.97,413,334,200.334,1091.7
16679,6.12,115,275,209.276,49.4
16680,15.38,503,325,200.282,1001.8
16681,6.9,391,245,199.922,156.2
16682,7.52,381,278,210.0,1.6
16683,19.8,564,358,199.859,1317.0
16684,6.21,430,337,209.48,199.9
16685,4.77,123,262,209.783,15.8
16686,0.76,104,251,209.959,183.1
16687,6.34,532,393,199.429,1137.9
16688,0.76,256,307,209.899,1.6
16689,2.38,156,279,209.016,61.4
16690,17.76,445,376,199.681,823.1
16691,23.25,448,334,209.635,455.2
16692,0.96,126,280,209.628,72.6
16693,14.99,473,333,200.045,1614.1
16694,4.54,496,313,209.598,1236.2
16695,5.47,117,245,208.733,58.3
16696,8.79,403,306,209.77,1892.7
16697,4.69,111,400,209.908,176.2
16698,1.86,278,311,210.0,88.6
16699,5.09,89,268,210.0,118.8
16700,0.76,347,273,210.0,1.6
16701,24.4,485,271,210.0,253.4
16702,4.35,164,289,210.0,253.5
16703,0.84,562,377,199.8,1058.3
16704,9.35,608,375,199.5,428.7
16705,2.71,89,283,209.812,1.6
16706,4.68,188,271,209.543,199.1
16707,21.12,514,394,198.943,1568.7
16708,9.43,214,306,209.484,228.8
16709,13.27,610,434,199.563,960.4
16710,7.86,441,356,200.476,956.4
16711,0.76,179,295,210.0,1.6
16712,14.72,489,354,199.337,1346.9
16713,9.03,549,393,209.75,265.2
16714,0.76,89,261,209.693,1.6
16715,7.34,218,245,209.385,176.8
16716,23.61,522,375,199.963,1331.1
16717,20.39,610,382,199.076,925.7
16718,6.11,110,304,209.839,1.6
16719,21.95,577,371,200.646,1218.0
16720,7.42,393,293,209.412,125.0
16721,21.06,395,385,198.943,1496.3
16722,0.77,136,321,210.0,1.6
16723,8.24,550,341,201.13,1476.1
16724,1.39,113,252,209.524,147.2
16725,1.13,108,303,210.0,42.6
16726,6.49,410,419,209.785,84.8
16727,6.81,500,343,199.681,1048.5
16728,0.76,132,264,209.399,1.6
16729,0.76,286,359,209.842,222.7
16730,8.5,257,394,209.403,292.7
16731,18.46,610,377,199.754,1051.3
16732,4.96,437,381,209.674,119.5
16733,3.77,223,298,209.107,150.6
16734,8.51,526,366,200.206,1251.4
16735,7.81,190,283,209.35,266.3
16736,12.57,610,427,199.914,1217.5
16737,5.47,343,275,210.0,358.1
16738,18.07,412,318,209.696,148.0
16739,0.76,181,293,208.481,182.9
16740,0.76,187,288,209.591,149.4
16741,19.38,460,372,199.735,1362.1
16742,0.76,109,264,209.236,1.6
16743,8.96,506,348,198.943,1504.6
16744,3.03,245,313,209.035,19.0
16745,14.33,89,283,209.478,290.4
16746,0.76,294,289,209.829,214.1
16747,5.52,172,339,210.0,216.7
16748,4.06,126,289,210.0,129.7
16749,17.74,511,414,201.233,1190.6
16750,0.76,89,360,210.0,1.6
16751,16.72,535,345,198.943,1014.4
16752,24.86,467,356,209.637,139.0
16753,15.45,530,357,200.335,1183.9
16754,10.06,94,264,209.565,311.5
16755,15.56,401,380,209.621,246.4
16756,14.63,163,262,209.278,348.8
16757,8.75,483,330,200.68,1198.6
16758,12.1,529,413,199.906,1316.4
16759,13.37,133,245,209.655,309.9
16760,3.87,190,303,209.8,165.2
16761,8.86,495,284,200.277,932.7
16762,14.31,540,350,199.385,741.6
16763,17.37,610,397,199.856,1305.0
16764,21.96,605,402,199.385,1801.6
16765,26.6,610,381,199.4,1165.3
16766,3.42,153,261,210.0,309.4
16767,15.22,583,332,199.659,949.0
16768,11.82,610,390,198.984,1892.7
16769,3.02,89,300,209.651,1.6
16770,17.17,429,341,209.086,294.4
16771,1.76,217,306,210.0,456.6
16772,9.76,569,422,201.036,798.4
16773,12.09,471,342,199.713,841.4
16774,6.27,481,363,198.943,1141.8
16775,19.46,478,369,199.461,1203.1
16776,16.92,552,400,199.21,1593.0
16777,0.76,276,330,208.895,1.6
16778,12.48,504,346,199.007,1235.6
16779,11.55,496,320,200.086,1559.6
16780,1.6,240,311,210.0,90.1
16781,6.6,241,256,210.0,132.2
16782,8.37,408,358,210.0,290.0
16783,7.38,207,375,210.0,218.4
16784,17.57,477,432,210.0,330.4
16785,7.18,89,287,209.239,119.3
16786,5.88,158,299,209.759,277.4
16787,3.68,213,270,209.193,119.8
16788,18.3,533,329,210.0,105.1
16789,2.9,89,304,210.0,1.6
16790,8.29,89,265,210.0,84.3
16791,22.22,446,376,199.955,1438.3
16792,9.56,420,328,200.77,1085.8
16793,0.76,240,306,209.139,77.4
16794,3.75,537,340,198.943,1356.9
16795,0.76,108,262,208.913,1.6
16796,8.63,462,344,200.95,1.6
16797,9.47,610,397,199.011,283.5
16798,12.21,89,259,210.0,1.6
16799,0.76,255,314,209.836,216.1
16800,18.03,409,344,209.139,1206.0
16801,14.99,610,434,199.825,1567.3
16802,11.68,398,357,199.751,1101.2
16803,7.56,171,291,208.988,173.1
16804,12.25,517,305,199.211,1342.9
16805,18.57,188,245,209.253,306.9
16806,25.74,610,401,199.989,1531.9
16807,2.88,89,300,209.253,1.6
16808,2.31,89,252,209.768,1.6
16809,18.27,516,296,199.032,948.9
16810,4.39,399,386,209.095,1026.2
16811,2.4,89,250,210.0,17.4
16812,4.22,170,306,210.0,42.5
16813,14.28,610,392,199.622,972.5
16814,0.76,108,261,210.0,45.2
16815,16.98,610,429,199.678,1098.5
16816,7.28,394,290,209.376,287.6
16817,2.51,89,282,209.042,307.7
16818,14.0,331,287,209.804,143.2
16819,0.76,118,278,208.98,28.2
16820,22.15,610,368,198.943,1204.2
16821,7.7,168,274,209.432,181.3
16822,6.42,184,381,209.891,121.7
16823,11.82,479,307,198.943,1762.4
16824,3.25,296,285,210.0,146.2
16825,13.12,322,245,201.534,241.5
16826,3.16,610,307,200.234,1099.5
16827,0.76,191,296,209.129,1.6
16828,5.16,376,316,210.0,124.9
16829,2.62,267,325,209.024,271.1
16830,4.48,144,248,210.0,196.1
16831,17.54,610,418,200.025,906.1
16832,2.2,196,278,210.0,1.6
16833,10.81,134,257,198.943,1413.2
16834,4.5,89,253,209.561,1.6
16835,15.09,478,398,199.394,1349.3
16836,23.13,489,410,210.0,366.6
16837,21.84,427,419,199.671,1571.4
16838,0.76,174,270,209.768,149.2
16839,10.02,366,371,200.011,911.0
16840,17.59,610,425,198.943,1432.7
16841,4.25,130,402,209.32,63.0
16842,17.75,431,406,209.443,1222.4
16843,5.52,377,357,209.72,134.1
16844,5.16,453,294,208.707,179.3
16845,18.29,493,350,208.706,199.8
16846,21.73,607,345,199.679,1823.2
16847,9.6,383,367,199.06,1204.5
16848,8.87,439,390,209.587,257.5
16849,16.99,406,287,200.143,353.4
16850,4.41,104,285,209.414,1.6
16851,5.83,187,305,208.904,121.3
16852,5.12,568,403,199.463,682.7
16853,16.82,380,271,208.588,315.7
16854,22.17,580,416,198.943,1280.0
16855,17.95,610,332,198.943,1069.7
16856,21.91,571,434,199.381,727.0
16857,4.65,455,383,209.142,422.4
16858,10.65,493,386,209.346,1.6
16859,18.0,446,287,209.878,1.6
16860,21.39,494,425,200.525,1640.0
16861,22.57,512,311,210.0,74.5
16862,14.84,499,313,199.958,1182.6
16863,17.28,562,354,209.113,286.3
16864,0.76,102,306,209.298,1.6
16865,2.62,283,277,209.21,423.1
16866,15.06,455,351,199.163,993.7
16867,11.92,409,279,199.851,132.8
16868,3.58,203,331,210.0,186.0
16869,15.02,610,353,200.076,1715.8
16870,20.66,519,406,199.578,507.9
16871,7.57,275,279,209.861,192.2
16872,0.76,89,268,209.019,82.6
16873,19.23,165,284,209.58,211.3
16874,4.12,610,373,199.192,995.5
16875,0.76,89,289,209.304,1.6
16876,5.13,150,297,209.252,77.4
16877,10.15,555,322,198.993,981.7
16878,16.12,591,363,201.082,1537.5
16879,2.17,89,281,209.508,41.3
16880,4.44,363,311,210.0,85.5
16881,0.76,188,295,210.0,1.6
16882,5.79,182,293,209.997,175.7
16883,7.86,94,369,209.544,142.1
16884,9.29,610,420,198.979,1472.0
16885,0.76,89,270,208.685,1.6
16886,9.95,443,245,200.181,421.4
16887,10.11,543,317,198.943,957.1
16888,3.94,144,260,209.647,241.1
16889,12.54,443,329,199.09,1495.9
16890,20.98,591,350,198.959,1187.7
16891,10.39,467,374,200.057,1125.0
16892,6.79,470,379,209.531,255.0
16893,6.24,209,298,209.667,255.8
16894,17.71,542,403,198.943,1227.8
16895,7.56,444,383,199.975,242.1
16896,6.28,282,255,209.49,78.5
16897,8.27,418,269,210.0,146.1
16898,8.42,472,281,209.62,1242.7
16899,16.0,592,416,199.899,1060.2
16900,7.96,610,377,198.943,899.1
16901,8.87,525,309,198.943,1008.3
16902,13.15,448,278,209.962,232.8
16903,17.65,456,323,199.522,272.3
16904,7.73,522,330,209.666,384.1
16905,18.75,420,420,200.668,948.2
16906,14.27,610,408,198.943,1255.5
16907,11.3,538,382,209.634,1353.2
16908,7.58,519,352,199.854,870.4
16909,19.28,524,407,209.774,1557.0
16910,0.76,232,299,210.0,5.8
16911,7.25,286,272,209.593,93.1
16912,10.47,610,375,199.735,1027.5
16913,2.77,194,275,209.17,29.8
16914,0.76,89,253,208.96,1.6
16915,4.33,408,261,209.432,92.0
16916,2.42,238,313,209.534,435.4
16917,1.46,89,311,209.256,170.4
16918,1.66,89,280,209.543,1.6
16919,9.58,502,325,199.795,1313.1
16920,13.05,544,277,199.286,1392.2
16921,21.9,578,333,199.211,1212.3
16922,20.52,521,271,199.424,1359.2
16923,1.92,89,274,210.0,98.8
16924,21.05,527,416,200.344,1398.5
16925,9.83,542,411,209.725,1053.5
16926,11.87,428,363,199.09,915.3
16927,12.55,610,388,199.374,863.0
16928,16.82,479,393,199.1,1332.0
16929,13.22,466,267,209.856,282.1
16930,13.24,598,335,199.147,610.3
16931,13.14,548,349,199.326,1813.8
16932,12.61,610,434,199.575,1371.1
16933,10.82,398,370,209.328,991.1
16934,2.74,105,348,209.861,238.3
16935,5.85,446,283,209.626,223.8
16936,0.86,189,303,210.0,10.4
16937,18.2,600,414,198.96,840.4
16938,0.76,275,245,209.877,7.5
16939,6.19,177,274,208.615,1.6
16940,4.37,284,294,210.0,1.6
16941,5.51,526,412,199.975,1161.5
16942,7.85,610,369,199.717,1583.2
16943,8.82,89,256,209.644,95.5
16944,17.8,514,387,199.619,1134.0
16945,5.65,246,316,209.324,220.9
16946,0.8,100,296,209.64,1.6
16947,6.33,375,335,200.646,957.5
16948,0.76,217,299,209.358,162.6
16949,12.07,432,374,198.943,538.5
16950,4.88,115,321,209.328,152.7
16951,0.76,237,323,209.322,1.6
16952,13.63,604,356,200.098,1104.8
16953,7.5,367,288,209.867,210.6
16954,21.04,527,387,199.533,1333.0
16955,11.32,511,369,200.191,1416.7
16956,6.03,92,285,210.0,119.0
16957,0.76,175,284,209.833,278.4
16958,2.43,223,265,209.297,144.9
16959,10.66,457,320,209.352,171.1
16960,1.79,460,248,209.436,1848.8
16961,19.14,564,389,200.134,1155.9
16962,18.89,610,434,198.943,863.5
16963,14.23,166,286,209.471,16.5
16964,21.8,500,372,199.235,983.4
16965,15.8,429,319,209.686,1389.5
16966,15.9,610,336,200.306,1585.7
16967,12.3,322,308,209.662,271.7
16968,0.76,123,254,209.809,189.3
16969,6.32,288,299,208.828,237.4
16970,3.12,136,247,210.0,54.5
16971,10.48,433,333,198.984,1101.0
16972,2.19,146,311,209.575,1.6
16973,0.76,176,284,209.622,19.6
16974,10.28,472,341,199.93,680.0
16975,10.67,528,346,199.885,1311.3
16976,12.99,588,358,199.447,907.8
16977,2.1,89,278,209.692,135.7
16978,8.35,610,334,200.761,1099.0
16979,9.8,507,388,201.058,1182.4
16980,1.14,137,284,209.573,1.6
16981,12.78,610,312,198.943,1595.3
16982,16.35,422,366,198.943,1122.1
16983,3.52,461,412,209.056,239.3
16984,16.02,589,431,199.192,1199.3
16985,2.7,308,308,199.884,620.8
16986,4.35,89,245,209.446,134.8
16987,13.97,608,434,198.943,1092.3
16988,1.97,124,288,209.561,205.5
16989,14.44,496,356,199.626,1426.7
16990,13.08,554,356,200.292,1343.9
16991,23.48,580,434,199.73,755.6
16992,20.24,530,387,200.011,1492.9
16993,1.16,120,262,209.19,1.6
16994,18.97,562,388,198.943,1343.0
16995,8.58,416,390,200.477,190.6
16996,9.94,610,396,200.289,1075.4
16997,14.04,480,312,209.015,1114.0
16998,14.1,549,386,198.943,1652.7
16999,8.03,579,354,200.381,1473.9
17000,1.52,143,274,209.542,146.8
17001,2.3,143,327,210.0,1.6
17002,20.06,478,389,199.308,1033.9
17003,4.83,412,258,209.581,154.1
17004,9.99,552,371,198.943,1287.4
17005,2.43,205,294,209.558,51.0
17006,26.04,610,424,199.971,1111.5
17007,18.86,452,423,199.443,1415.6
17008,18.63,395,316,199.218,726.5
17009,4.15,201,298,209.989,96.1
17010,12.64,486,245,199.914,410.4
17011,14.62,610,335,198.943,1193.3
17012,6.52,134,389,209.507,245.8
17013,26.6,520,379,199.492,970.4
17014,8.14,451,342,200.055,874.1
17015,20.68,486,262,201.305,1853.2
17016,9.23,482,376,210.0,455.1
17017,4.02,413,366,199.504,155.0
17018,6.19,228,284,210.0,264.5
17019,3.81,141,296,210.0,1.6
17020,19.7,610,424,200.309,801.8
17021,1.43,89,245,209.579,1.6
17022,17.62,605,367,198.943,1199.7
17023,17.04,466,263,209.496,621.9
17024,19.75,584,392,199.289,1119.6
17025,9.65,610,409,199.002,345.3
17026,8.73,506,324,198.943,1591.2
17027,7.62,422,378,199.664,797.9
17028,13.9,468,265,209.257,194.6
17029,0.78,284,294,208.951,108.1
17030,11.49,480,298,198.943,988.4
17031,6.98,424,301,209.402,354.6
17032,12.29,571,409,199.255,752.3
17033,1.18,99,265,209.717,146.4
17034,3.92,214,362,209.146,94.4
17035,0.76,145,256,209.782,1.6
17036,6.64,393,259,208.911,1.6
17037,15.22,450,356,209.654,372.6
17038,16.9,596,357,198.943,1212.8
17039,21.5,445,361,198.943,1584.1
17040,1.97,89,279,209.058,69.4
17041,8.41,513,276,199.316,1239.2
17042,6.83,520,362,210.0,314.0
17043,4.31,373,344,209.458,212.8
17044,7.38,609,422,199.43,1326.9
17045,0.76,89,334,210.0,1.6
17046,12.32,89,272,209.628,1.6
17047,4.31,209,293,210.0,1.6
17048,6.02,426,347,209.563,295.5
17049,15.96,487,393,209.619,1275.6
17050,4.04,262,363,209.319,342.2
17051,3.21,89,312,210.0,314.0
17052,5.69,257,356,210.0,20.7
17053,16.08,541,335,200.305,324.8
17054,19.77,519,369,199.544,1358.0
17055,21.3,605,370,209.518,106.9
17056,17.57,532,310,200.418,1403.4
17057,12.22,357,274,209.636,91.8
17058,21.51,400,373,200.14,127.8
17059,20.57,520,395,199.617,1281.0
17060,9.39,410,245,209.448,117.2
17061,10.88,467,319,209.419,1139.9
17062,13.06,586,396,200.343,1097.2
17063,4.42,183,320,210.0,1.6
17064,17.74,610,434,200.777,1274.9
17065,3.93,89,245,209.996,188.5
17066,3.11,89,299,210.0,42.1
17067,0.76,216,309,210.0,1.6
17068,19.41,484,312,209.817,288.3
17069,18.38,607,336,198.943,1688.1
17070,22.27,398,430,209.5,188.6
17071,0.76,91,318,209.198,228.2
17072,4.15,229,350,209.535,297.6
17073,7.34,416,396,209.825,915.3
17074,12.81,481,303,199.138,1332.8
17075,23.76,610,367,199.916,1216.4
17076,2.27,89,279,210.0,205.2
17077,22.86,610,406,199.873,1413.3
17078,11.3,147,272,209.989,225.0
17079,6.36,453,245,199.53,1445.3
17080,9.69,610,383,198.943,1041.2
17081,5.38,188,321,209.451,170.3
17082,2.36,180,248,209.59,6.1
17083,19.95,438,305,209.102,1416.3
17084,2.09,133,270,209.328,185.7
17085,15.3,307,258,210.0,153.7
17086,17.11,509,331,198.943,1023.9
17087,3.18,96,299,209.596,1.6
17088,14.0,561,397,199.546,1178.6
17089,18.53,610,428,200.313,1313.7
17090,0.76,248,315,210.0,1.6
17091,14.29,460,347,200.572,1235.1
17092,3.42,219,415,209.772,42.6
17093,21.78,610,408,198.943,1675.0
17094,2.99,299,289,209.766,76.1
17095,6.94,495,434,209.646,1581.3
17096,9.79,129,286,210.0,1.6
17097,7.88,445,316,209.64,184.3
17098,4.83,507,302,200.508,268.1
17099,5.79,111,245,208.529,109.8
17100,23.65,496,348,200.766,1540.6
17101,1.42,314,289,209.886,176.3
17102,17.75,571,363,199.424,1656.2
17103,18.06,514,338,199.859,1839.9
17104,17.95,497,391,200.395,509.6
17105,4.59,425,315,199.621,1300.0
17106,15.35,156,245,209.332,309.7
17107,12.43,466,348,198.981,1073.0
17108,5.72,89,293,209.307,256.2
17109,19.44,474,316,199.794,839.6
17110,0.76,176,322,210.0,192.4
17111,6.13,179,403,209.668,375.8
17112,6.61,462,354,201.021,1063.9
17113,17.69,443,389,199.158,1354.7
17114,17.68,485,261,200.411,1672.0
17115,3.51,166,288,210.0,362.7
17116,6.16,153,306,210.0,207.4
17117,1.61,95,285,209.733,77.5
17118,18.96,496,350,200.371,1250.5
17119,2.37,170,261,209.5,101.6
17120,10.23,610,434,200.947,1354.3
17121,21.26,610,434,198.943,1004.3
17122,6.27,146,260,209.104,91.1
17123,15.25,610,403,199.424,1374.2
17124,6.03,439,354,209.543,263.3
17125,4.57,89,306,208.994,99.4
17126,0.76,127,251,209.937,149.0
17127,0.76,134,261,210.0,91.2
17128,9.99,552,386,199.877,849.4
17129,8.97,168,316,209.351,230.4
17130,9.56,474,322,199.274,821.1
17131,1.36,281,324,210.0,100.8
17132,2.87,274,291,209.404,121.2
17133,2.83,89,278,209.112,115.2
17134,9.64,96,245,209.546,144.3
17135,10.16,463,306,199.77,1212.2
17136,16.31,400,333,198.981,912.1
17137,21.84,429,396,198.943,1800.8
17138,22.03,428,393,199.216,1119.1
17139,18.64,421,258,200.269,1545.0
17140,17.31,494,281,210.0,107.0
17141,3.19,388,311,209.96,56.0
17142,11.22,376,316,199.995,965.2
17143,14.52,543,379,199.803,1503.3
17144,17.18,610,434,198.943,1271.2
17145,10.18,473,381,199.588,330.9
17146,10.21,444,341,200.219,1145.6
17147,0.76,95,250,209.641,121.8
17148,16.82,348,316,210.0,48.2
17149,16.65,436,277,199.259,114.1
17150,3.72,89,314,208.599,1.6
17151,11.88,89,275,209.662,134.4
17152,15.61,537,414,199.054,725.5
17153,2.5,89,269,210.0,1.6
17154,10.67,357,415,200.053,643.1
17155,3.31,160,269,209.886,1.6
17156,13.58,436,245,200.361,1533.9
17157,1.51,114,306,210.0,1.6
17158,5.08,310,314,209.434,78.4
17159,12.86,492,301,209.834,147.1
17160,5.21,125,289,210.0,166.9
17161,17.81,445,299,199.654,1536.3
17162,3.06,107,291,209.913,54.1
17163,7.32,362,363,198.943,668.1
17164,7.94,442,384,209.412,258.0
17165,5.15,239,328,209.277,1.6
17166,1.37,287,328,209.739,399.3
17167,2.78,89,278,210.0,103.5
17168,9.98,118,255,209.298,79.2
17169,7.19,418,294,210.0,914.7
17170,4.41,107,246,209.155,201.8
17171,5.22,150,306,209.247,1.6
17172,15.12,610,434,198.943,1011.0
17173,7.24,207,275,209.808,210.2
17174,5.65,259,312,209.19,202.4
17175,0.76,227,262,209.427,1.6
17176,20.41,534,272,209.033,903.3
17177,8.25,229,256,209.759,384.6
17178,18.71,580,398,200.517,1132.7
17179,11.34,610,355,199.663,1438.9
17180,2.32,130,266,209.12,1.6
17181,9.43,610,379,199.001,1528.0
17182,14.16,271,289,208.834,292.5
17183,0.76,291,248,209.015,260.5
17184,8.12,556,397,199.354,272.8
17185,4.94,193,279,209.64,235.1
17186,9.06,440,398,210.0,421.9
17187,6.75,390,302,210.0,383.4
17188,3.09,225,398,210.0,96.3
17189,6.95,353,295,200.044,1.6
17190,5.85,565,349,200.94,1707.0
17191,13.56,513,327,200.558,1211.0
17192,1.17,89,276,210.0,1.6
17193,16.16,610,397,198.945,1377.5
17194,5.18,481,296,210.0,136.1
17195,0.78,225,282,210.0,144.3
17196,0.76,149,288,209.304,1.6
17197,1.0,89,320,209.592,1.6
17198,3.76,202,272,209.249,426.9
17199,9.94,572,349,198.956,1518.5
17200,4.98,161,307,209.745,92.9
17201,9.09,335,262,209.387,1.6
17202,8.77,609,327,199.664,1892.7
17203,17.82,572,408,198.943,753.1
17204,6.43,119,274,209.908,410.9
17205,2.06,116,299,209.9,1.6
17206,6.64,188,329,209.943,1.6
17207,0.76,99,310,209.679,1.6
17208,6.21,439,372,199.088,1503.2
17209,15.13,610,339,199.752,871.0
17210,2.72,358,343,210.0,58.3
17211,8.82,494,394,199.595,1218.3
17212,1.45,249,315,210.0,39.1
17213,10.47,563,382,199.998,1635.9
17214,9.16,456,406,199.201,993.9
17215,11.9,577,368,199.061,1789.9
17216,8.89,362,405,201.424,679.1
17217,7.94,359,245,208.596,287.3
17218,0.76,193,325,210.0,1.6
17219,16.48,610,374,199.951,1196.0
17220,4.49,101,366,209.705,120.2
17221,8.51,610,406,199.863,1706.3
17222,2.39,367,258,209.511,58.7
17223,9.59,375,317,198.996,1085.6
17224,0.85,89,287,210.0,1.6
17225,5.22,224,293,209.691,156.6
17226,0.76,185,271,209.143,1.6
17227,17.97,502,399,208.659,199.3
17228,17.52,483,300,200.381,311.0
17229,2.04,89,267,209.419,48.7
17230,18.77,509,408,199.815,1579.3
17231,9.59,207,386,208.506,230.3
17232,13.25,451,292,199.57,284.2
17233,10.21,605,336,199.669,286.5
17234,9.68,142,307,210.0,254.6
17235,3.38,184,296,209.027,42.2
17236,7.41,525,365,199.194,823.2
17237,15.87,511,367,209.252,268.6
17238,10.76,610,434,199.374,805.7
17239,8.84,390,324,210.0,320.8
17240,8.69,540,351,210.0,55.8
17241,17.75,610,405,199.398,418.4
17242,7.12,195,308,209.683,441.0
17243,17.16,418,371,209.917,1.6
17244,13.09,206,307,209.459,1.6
17245,26.52,610,434,198.943,961.9
17246,9.44,536,411,209.794,1324.0
17247,3.09,219,301,209.317,181.7
17248,12.53,389,273,209.854,85.5
17249,20.51,560,405,199.653,1110.5
17250,6.06,421,349,209.606,141.3
17251,6.16,148,246,209.417,177.8
17252,19.46,498,427,199.617,1099.6
17253,23.55,465,399,198.943,736.2
17254,13.99,576,362,199.303,1085.4
17255,9.97,485,323,209.569,97.9
17256,1.8,126,319,210.0,57.7
17257,3.56,89,249,209.804,1.6
17258,15.65,462,412,199.39,960.7
17259,14.24,397,312,209.182,317.4
17260,1.65,229,249,209.781,1.6
17261,11.09,137,323,208.912,86.7
17262,26.6,610,434,199.302,1282.1
17263,9.39,308,283,210.0,173.9
17264,19.64,610,376,200.74,1317.8
17265,1.22,195,307,209.658,158.9
17266,23.32,610,397,198.943,1765.9
17267,14.73,182,322,208.836,362.9
17268,17.59,582,434,198.987,1499.6
17269,15.99,488,373,200.334,865.7
17270,17.51,578,322,199.466,748.9
17271,24.43,563,367,199.149,1885.7
17272,16.19,586,381,200.183,1222.1
17273,2.85,181,324,209.206,1.6
17274,11.27,601,293,198.943,1570.5
17275,2.46,146,245,208.531,247.6
17276,7.59,519,267,209.611,386.7
17277,19.49,278,375,209.951,294.2
17278,6.77,184,338,209.656,138.7
17279,0.76,610,309,198.943,1339.1
17280,21.75,546,351,199.044,1435.2
17281,1.19,238,251,209.589,1.6
17282,5.53,474,302,209.388,101.3
17283,1.02,205,286,209.844,1.6
17284,3.24,230,267,208.684,1.6
17285,8.45,564,295,199.421,625.8
17286,15.33,610,378,199.122,914.4
17287,16.67,386,362,209.002,106.0
17288,6.09,97,297,210.0,342.3
17289,8.19,181,296,209.974,93.3
17290,17.09,340,303,209.435,60.7
17291,18.4,476,356,199.929,1823.7
17292,2.18,152,253,209.748,41.4
17293,16.46,521,349,200.891,1198.6
17294,5.33,124,284,209.472,242.3
17295,23.49,573,410,199.098,1508.1
17296,17.82,441,358,200.55,811.8
17297,10.53,579,434,199.993,1273.6
17298,6.17,525,355,199.535,1057.2
17299,0.76,268,263,210.0,362.4
17300,19.67,503,358,199.367,1523.0
17301,2.42,288,314,210.0,38.6
17302,11.15,431,292,208.608,258.1
17303,1.48,145,290,210.0,234.7
17304,7.28,534,362,199.091,1433.2
17305,5.64,460,335,210.0,131.4
17306,7.29,218,307,209.274,1.6
17307,22.78,610,412,199.383,943.5
17308,6.45,490,296,209.861,441.8
17309,11.8,89,282,210.0,44.6
17310,5.32,146,369,209.414,253.3
17311,15.93,400,371,199.578,1060.5
17312,9.58,501,365,199.482,1319.1
17313,11.93,130,297,208.948,1.6
17314,3.34,89,245,209.276,20.8
17315,9.2,176,284,210.0,1.6
17316,12.77,452,413,199.646,1276.3
17317,22.03,610,392,200.346,1372.5
17318,13.46,409,330,199.907,1123.2
