,t (mm),d (mm),fy (MPa),E (MPa),Mu (kN⋅m)
12265,14.61,560,390,204.583,1182.9
12266,4.35,198,357,209.757,111.2
12267,18.98,593,415,198.943,1619.0
12268,20.17,413,318,203.815,1260.6
12269,13.14,535,396,203.413,1403.9
12270,0.76,89,311,207.759,1.6
12271,11.42,610,426,198.943,1241.4
12272,10.49,386,354,205.651,827.7
12273,4.6,89,258,210.0,1.6
12274,11.45,558,333,199.118,1125.3
12275,6.65,204,375,207.946,111.5
12276,8.16,304,341,209.072,328.8
12277,5.06,139,365,210.0,1.6
12278,11.79,123,261,209.159,347.8
12279,7.54,311,297,203.547,355.6
12280,12.88,375,363,205.402,1128.7
12281,6.58,305,251,205.075,1.6
12282,16.3,588,410,201.035,1261.4
12283,2.62,325,342,206.697,17.3
12284,12.77,212,245,206.915,320.9
12285,12.42,610,369,204.912,1373.4
12286,0.76,162,328,210.0,1.6
12287,10.44,377,328,206.822,754.0
12288,10.2,431,355,200.679,751.4
12289,3.09,89,316,210.0,1.6
12290,9.49,340,382,204.002,322.4
12291,13.32,290,336,206.768,1071.6
12292,6.67,483,394,206.588,937.6
12293,6.05,318,274,208.306,709.4
12294,18.55,584,422,201.627,1560.1
12295,12.59,355,411,201.007,718.2
12296,0.76,89,280,208.558,1.6
12297,6.87,193,345,209.584,159.8
12298,21.8,571,404,198.943,1541.0
12299,7.55,393,371,204.986,430.2
12300,10.62,610,424,200.248,886.0
12301,8.72,460,359,205.762,651.6
12302,8.94,187,316,209.012,412.0
12303,9.49,206,348,205.902,228.5
12304,0.76,331,434,204.93,88.1
12305,3.98,262,321,206.6,297.6
12306,6.7,405,419,204.619,656.3
12307,0.76,253,324,210.0,129.5
12308,7.84,373,359,203.924,868.8
12309,11.47,362,434,200.976,1069.4
12310,0.76,89,295,210.0,1.6
12311,6.3,156,260,210.0,1.6
12312,8.73,354,308,210.0,395.1
12313,7.87,196,306,210.0,352.8
12314,0.76,89,274,210.0,1.6
12315,8.72,410,387,202.661,745.2
12316,13.81,398,264,208.404,607.8
12317,6.15,212,395,204.506,89.6
12318,6.96,169,366,209.339,176.7
12319,8.86,497,316,206.672,618.1
12320,11.22,362,279,202.777,871.4
12321,8.22,89,274,204.559,1.6
12322,11.11,273,379,208.178,611.5
12323,15.98,267,400,201.962,1119.9
12324,21.32,610,411,198.943,1756.5
12325,8.9,274,261,210.0,20.1
12326,15.8,610,434,202.355,1117.7
12327,11.61,535,358,198.943,1359.8
12328,18.88,610,390,198.943,1653.8
12329,12.56,363,347,200.082,952.2
12330,0.76,331,401,210.0,1.6
12331,9.55,332,397,210.0,534.0
12332,13.65,452,245,200.982,868.6
12333,11.49,549,347,199.328,832.5
12334,16.63,610,286,199.549,1604.5
12335,3.73,395,405,207.169,321.1
12336,6.89,423,350,205.117,816.8
12337,5.47,256,371,209.544,337.7
12338,3.7,492,433,201.333,925.7
12339,0.76,219,381,210.0,1.6
12340,7.53,199,361,210.0,494.3
12341,9.21,291,245,204.38,503.2
12342,9.33,324,345,200.179,627.5
12343,11.55,366,307,203.653,707.2
12344,3.23,376,306,205.769,1.6
12345,4.79,108,272,210.0,168.0
12346,6.47,303,390,203.426,304.3
12347,10.45,338,323,202.771,579.4
12348,9.94,378,327,205.939,1092.3
12349,26.6,610,434,198.943,1892.7
12350,1.61,250,354,206.537,3.6
12351,9.02,315,300,205.462,725.6
12352,5.15,132,377,209.215,376.0
12353,0.76,250,316,209.404,154.2
12354,4.93,182,359,210.0,310.2
12355,8.0,401,323,206.071,291.6
12356,6.06,328,260,207.849,116.5
12357,17.02,397,384,201.479,1209.0
12358,4.06,230,335,209.966,36.3
12359,0.76,92,266,210.0,1.6
12360,11.11,369,372,202.694,1047.1
12361,12.06,351,291,206.854,567.2
12362,9.78,184,325,204.699,683.3
12363,22.37,610,280,200.638,1724.1
12364,12.57,465,385,200.069,1083.5
12365,10.62,610,320,203.411,815.8
12366,12.05,343,245,207.581,646.9
12367,8.93,304,310,203.957,732.3
12368,9.66,395,372,206.305,827.9
12369,5.03,481,375,201.212,445.6
12370,7.96,369,305,201.742,532.2
12371,2.58,383,355,209.273,480.1
12372,13.24,394,317,207.174,669.2
12373,6.67,258,312,208.821,315.2
12374,10.2,207,258,207.972,281.3
12375,14.4,461,305,198.943,1545.4
12376,0.93,103,298,209.079,14.4
12377,8.19,506,426,203.733,553.8
12378,5.67,199,307,206.312,372.3
12379,4.85,388,351,210.0,152.6
12380,2.68,188,412,203.498,864.6
12381,11.91,310,412,202.579,1086.1
12382,5.01,435,432,203.088,826.3
12383,0.76,317,314,205.458,127.7
12384,0.76,179,332,210.0,1.6
12385,11.68,354,270,204.411,617.6
12386,2.05,162,294,210.0,23.7
12387,0.76,89,283,210.0,1.6
12388,7.56,412,365,205.818,516.3
12389,4.94,238,370,210.0,1.6
12390,9.65,492,299,202.553,843.3
12391,7.4,475,313,203.705,416.8
12392,0.76,102,326,210.0,1.6
12393,0.76,369,310,209.953,1.6
12394,10.71,405,369,207.922,470.9
12395,2.67,259,306,205.996,1.6
12396,0.76,89,413,210.0,1.6
12397,22.32,390,306,202.0,1456.5
12398,14.18,352,363,204.123,716.0
12399,16.32,610,419,198.943,1557.6
12400,3.54,325,362,206.074,579.5
12401,20.11,610,328,198.943,1476.9
12402,8.85,240,296,208.33,468.4
12403,10.86,256,347,206.012,651.2
12404,5.54,467,359,205.886,633.1
12405,7.28,596,327,200.064,692.2
12406,0.76,160,388,209.926,115.8
12407,3.34,295,328,209.424,180.2
12408,11.55,478,303,198.943,1012.5
12409,14.58,537,362,201.637,1082.7
12410,4.77,250,346,207.234,375.4
12411,6.74,307,353,200.752,465.5
12412,8.71,89,298,210.0,106.4
12413,10.05,321,330,204.869,274.5
12414,11.5,384,345,205.888,684.1
12415,5.8,275,336,209.252,483.1
12416,9.17,364,322,205.352,1057.7
12417,7.69,397,345,205.489,359.9
12418,11.35,348,329,209.695,674.7
12419,8.11,89,267,210.0,1.6
12420,9.75,94,272,202.869,498.7
12421,6.38,256,331,201.847,1.6
12422,7.64,316,362,205.911,562.9
12423,12.72,610,418,202.484,1324.9
12424,12.32,369,321,201.557,1097.0
12425,6.46,354,374,205.219,653.8
12426,4.22,194,380,209.518,93.7
12427,11.76,402,291,209.914,704.1
12428,12.86,445,349,204.8,703.7
12429,10.47,248,305,209.441,1.6
12430,15.55,194,310,206.851,693.2
12431,10.5,264,318,207.344,480.3
12432,14.54,610,358,202.793,1139.5
12433,17.16,610,336,200.339,1641.9
12434,10.7,197,325,209.14,578.3
12435,0.76,163,369,210.0,1.6
12436,7.94,378,415,201.666,446.4
12437,3.5,451,331,204.041,232.2
12438,4.08,196,351,207.211,1.6
12439,11.68,454,293,205.72,591.4
12440,11.24,371,420,205.812,736.7
12441,5.87,113,329,210.0,300.0
12442,12.94,373,309,203.709,817.3
12443,0.76,155,338,210.0,1.6
12444,0.76,225,320,210.0,1.6
12445,12.96,415,313,203.528,858.3
12446,9.82,548,367,198.943,1195.8
12447,6.4,407,363,204.485,794.2
12448,9.59,418,245,210.0,524.6
12449,5.77,176,337,209.213,388.2
12450,11.08,441,351,200.529,653.5
12451,11.89,499,348,198.943,1120.7
12452,8.56,460,374,203.201,668.3
12453,3.2,250,373,209.102,347.7
12454,10.72,260,394,209.033,535.3
12455,9.96,511,265,204.415,821.8
12456,8.81,262,365,207.669,466.5
12457,17.77,458,393,199.127,1119.8
12458,5.85,194,337,209.636,101.3
12459,8.36,213,367,202.362,555.0
12460,15.32,314,329,205.131,687.9
12461,7.18,542,282,202.884,888.3
12462,6.74,485,315,202.101,1029.3
12463,21.92,587,359,198.943,1347.5
12464,1.7,263,356,207.744,85.4
12465,13.63,548,318,199.003,1148.5
12466,18.73,170,275,203.711,701.0
12467,4.88,343,365,201.594,274.8
12468,0.76,254,325,210.0,1.6
12469,3.81,415,351,204.922,406.3
12470,13.74,410,300,204.222,737.3
12471,2.82,99,352,210.0,1.6
12472,16.12,461,385,201.746,1153.7
12473,9.37,375,328,206.031,627.0
12474,3.5,308,264,209.459,196.1
12475,3.75,265,264,207.85,42.2
12476,8.32,282,326,205.942,190.8
12477,14.06,437,365,204.442,1110.3
12478,12.42,207,279,206.827,786.0
12479,3.25,158,375,210.0,1.6
12480,0.87,89,253,207.565,193.3
12481,7.94,216,305,207.467,392.7
12482,13.56,610,385,198.943,1500.9
12483,3.59,282,382,210.0,368.4
12484,1.51,203,245,210.0,1.6
12485,5.95,219,341,207.116,617.3
12486,7.7,332,418,205.781,659.3
12487,2.01,360,413,201.939,546.2
12488,11.2,242,366,207.975,492.6
12489,17.83,456,298,202.855,878.4
12490,15.07,433,320,199.798,1378.6
12491,6.4,195,376,206.241,1.6
12492,0.76,117,284,210.0,1.6
12493,4.96,256,295,208.191,1.6
12494,5.72,337,395,207.518,311.4
12495,15.65,610,342,198.943,1349.2
12496,5.09,287,434,208.782,390.4
12497,13.19,418,388,200.726,996.4
12498,16.35,515,283,198.943,1463.0
12499,12.06,107,322,208.251,334.2
12500,8.62,480,268,207.516,900.2
12501,13.29,486,281,200.914,932.0
12502,7.9,453,374,205.435,715.1
12503,8.1,378,353,206.235,145.0
12504,13.44,610,354,198.943,1149.3
12505,7.02,210,313,209.333,306.5
12506,10.03,417,364,202.501,1205.6
12507,0.76,125,427,210.0,1.6
12508,0.76,89,322,210.0,1.6
12509,0.76,89,347,210.0,1.6
12510,2.11,333,382,210.0,335.1
12511,3.75,276,333,207.152,480.6
12512,2.8,173,293,210.0,5.6
12513,6.38,360,345,206.678,327.2
12514,11.78,417,247,208.233,742.0
12515,0.76,89,252,210.0,1.6
12516,12.17,610,381,207.397,921.8
12517,14.99,610,366,198.943,1177.0
12518,0.76,216,334,210.0,1.6
12519,5.38,126,245,210.0,139.8
12520,7.47,89,256,210.0,167.8
12521,5.45,89,325,210.0,1.6
12522,8.5,323,300,205.064,395.0
12523,0.76,89,292,210.0,1.6
12524,6.39,178,245,207.388,342.1
12525,15.86,405,268,201.69,653.2
12526,7.23,215,287,204.099,535.0
12527,6.16,325,365,208.63,197.0
12528,6.0,361,340,210.0,664.7
12529,18.57,355,304,199.089,908.1
12530,0.76,163,359,210.0,1.6
12531,5.1,300,301,203.997,281.2
12532,0.76,163,358,210.0,1.6
12533,6.29,343,371,208.387,265.0
12534,13.41,513,376,204.202,845.8
12535,13.75,309,361,205.086,744.9
12536,12.9,610,408,198.943,1435.9
12537,16.81,565,397,204.004,1255.6
12538,14.16,433,340,198.943,902.8
12539,6.58,281,319,207.107,122.0
12540,11.74,318,285,205.556,636.8
12541,18.26,556,374,198.943,1719.6
12542,4.8,402,310,206.144,444.2
12543,14.96,610,302,200.588,1269.2
12544,11.92,507,263,206.347,796.6
12545,3.26,385,245,208.586,46.4
12546,14.74,213,245,205.909,556.9
12547,7.64,188,347,210.0,1.6
12548,10.59,590,400,201.875,1020.8
12549,0.76,111,350,210.0,1.6
12550,7.48,302,360,201.924,597.8
12551,10.4,381,371,205.139,548.7
12552,15.99,426,391,198.943,1161.0
12553,6.43,251,323,207.758,511.4
12554,9.72,532,381,201.467,757.9
12555,6.64,339,336,208.368,443.8
12556,15.1,468,302,198.943,1152.9
12557,10.77,610,404,198.943,1474.8
12558,5.76,442,407,205.94,505.1
12559,15.86,565,409,198.943,1269.1
12560,0.76,304,385,210.0,1.6
12561,9.7,578,407,204.614,1187.3
12562,1.1,198,353,209.34,36.1
12563,9.29,416,351,202.364,671.7
12564,5.0,358,334,210.0,293.5
12565,17.84,269,284,208.56,716.4
12566,13.09,462,410,199.716,1630.5
12567,2.32,96,245,210.0,1.6
12568,10.83,536,327,198.943,1358.7
12569,13.52,379,249,207.167,534.3
12570,5.82,367,386,204.988,583.0
12571,10.9,381,337,204.204,655.1
12572,6.48,222,282,210.0,198.3
12573,7.41,212,282,204.578,328.0
12574,4.87,211,279,205.968,327.6
12575,12.78,440,321,201.279,783.3
12576,17.49,510,394,201.21,1311.5
12577,4.95,89,319,207.204,1.6
12578,5.3,283,266,209.044,222.1
12579,2.25,89,377,210.0,1.6
12580,6.68,238,380,208.019,214.6
12581,0.76,89,317,210.0,1.6
12582,10.11,346,278,205.216,335.9
12583,3.23,213,292,210.0,1.6
12584,8.78,439,328,204.54,905.6
12585,0.76,89,318,206.866,1.6
12586,6.92,520,391,202.29,758.0
12587,2.51,288,355,210.0,171.4
12588,6.51,363,295,206.508,132.1
12589,14.94,236,431,208.896,1028.9
12590,13.09,549,362,202.418,1206.3
12591,10.69,406,303,203.81,1074.5
12592,3.21,268,355,210.0,231.0
12593,11.23,346,392,205.692,884.9
12594,7.31,238,250,209.526,246.1
12595,1.76,89,296,208.45,1.6
12596,0.87,384,428,205.084,499.0
12597,8.13,386,403,205.081,697.9
12598,3.98,378,383,208.381,254.8
12599,0.76,89,284,210.0,1.6
12600,1.17,319,277,210.0,1.6
12601,8.86,343,412,204.992,322.1
12602,7.43,452,375,205.827,739.9
12603,0.87,353,353,210.0,1.6
12604,0.91,237,326,210.0,1.6
12605,5.31,234,311,208.175,359.7
12606,15.27,500,354,200.415,1235.5
12607,8.13,282,317,204.943,223.7
12608,7.59,486,341,204.301,384.4
12609,10.87,385,322,198.943,944.9
12610,6.02,586,434,200.509,1137.5
12611,16.16,598,370,201.556,1291.0
12612,1.65,140,373,208.963,1.6
12613,6.16,376,369,208.392,662.3
12614,7.41,277,360,206.654,358.8
12615,9.18,293,408,202.966,433.3
12616,11.24,191,280,203.667,629.3
12617,2.41,290,398,205.586,621.6
12618,7.03,547,355,200.74,1130.1
12619,9.48,381,305,201.03,749.2
12620,0.76,89,245,210.0,1.6
12621,19.05,586,346,199.241,1399.4
12622,16.65,230,263,207.488,716.3
12623,6.54,297,296,207.643,343.5
12624,0.76,318,429,207.749,1.6
12625,9.3,407,396,208.219,752.4
12626,5.61,321,416,210.0,137.0
12627,9.66,320,359,209.449,638.8
12628,2.27,158,289,205.832,1.6
12629,4.57,95,315,210.0,1.6
12630,15.9,513,267,200.548,1306.3
12631,10.2,401,374,206.625,555.9
12632,0.76,176,254,210.0,1.6
12633,17.6,553,413,199.002,1216.0
12634,4.83,468,434,201.238,351.5
12635,3.74,296,374,200.818,763.3
12636,12.02,436,298,201.585,802.1
12637,9.93,130,328,208.446,214.8
12638,0.76,152,278,210.0,1.6
12639,0.76,335,365,210.0,274.5
12640,16.02,237,385,205.149,1199.0
12641,14.39,344,347,206.487,1073.6
12642,18.08,363,323,198.943,1142.6
12643,13.61,451,376,201.78,1260.9
12644,0.76,361,354,209.749,1.6
12645,4.15,181,303,207.268,1.6
12646,0.76,200,328,210.0,1.6
12647,10.79,571,333,206.823,544.8
12648,8.91,421,414,203.572,633.3
12649,9.63,425,319,202.837,581.9
12650,3.33,518,364,200.783,708.0
12651,20.04,380,391,203.52,1428.1
12652,9.65,477,277,208.821,470.4
12653,15.78,346,297,204.848,1013.7
12654,0.76,315,360,206.348,1.6
12655,0.76,206,347,210.0,1.6
12656,18.05,310,345,201.411,1054.7
12657,6.68,256,364,208.64,546.0
12658,5.22,201,364,209.425,58.7
12659,10.04,353,354,202.853,964.8
12660,5.75,452,421,206.784,377.3
12661,4.16,238,408,207.767,161.0
12662,9.42,353,353,203.592,509.9
12663,5.72,239,325,209.698,115.5
12664,11.38,182,308,207.974,999.5
12665,11.25,467,309,204.677,993.3
12666,2.8,279,424,210.0,38.5
12667,0.76,239,326,210.0,1.6
12668,11.74,379,355,205.052,655.1
12669,8.78,242,312,208.044,305.5
12670,12.93,508,434,202.158,1301.8
12671,3.44,315,355,209.516,264.3
12672,15.32,509,248,205.844,939.8
12673,17.05,610,364,200.03,1512.5
12674,3.15,96,296,209.893,257.8
12675,13.04,162,245,210.0,213.6
12676,8.29,267,412,206.234,752.0
12677,7.3,396,339,205.717,538.3
12678,4.29,383,326,206.463,443.8
12679,14.64,429,434,198.943,1352.8
12680,19.12,418,378,198.943,1126.0
12681,7.56,153,277,207.657,457.1
12682,0.76,218,314,210.0,1.6
12683,15.49,610,434,200.911,1336.4
12684,2.87,89,272,210.0,1.6
12685,0.97,240,331,210.0,38.3
12686,0.76,270,284,206.787,1.6
12687,11.6,476,399,206.011,733.1
12688,18.36,464,249,199.765,1289.6
12689,8.2,433,303,202.694,595.0
12690,2.75,302,352,210.0,1.6
12691,9.94,493,337,202.158,874.7
12692,3.33,280,331,207.743,322.2
12693,14.25,318,275,198.943,1321.6
12694,12.15,375,355,200.147,840.4
12695,1.07,303,388,206.626,371.0
12696,7.76,502,360,201.19,666.0
12697,2.65,89,361,209.954,1.6
12698,8.82,449,309,204.997,93.6
12699,7.21,340,275,207.199,175.1
12700,2.54,89,323,210.0,1.6
12701,13.23,510,362,199.48,1021.6
12702,11.25,458,273,202.265,1012.6
12703,3.24,215,336,208.159,1.6
12704,16.91,336,355,203.632,1025.2
12705,6.91,238,245,210.0,133.1
12706,16.6,447,334,200.415,1330.8
12707,14.66,371,310,204.874,590.2
12708,12.24,174,251,204.614,551.8
12709,8.63,504,357,206.847,467.8
12710,1.91,197,332,209.61,1.6
12711,5.78,89,300,205.839,141.0
12712,4.55,338,314,209.634,212.3
12713,2.28,248,397,209.981,131.9
12714,11.62,385,368,205.387,767.1
12715,11.25,590,322,205.609,752.8
12716,2.53,355,285,208.738,458.5
12717,1.44,129,322,210.0,64.0
12718,19.64,606,373,198.943,1365.0
12719,3.22,450,402,206.548,93.7
12720,11.49,309,275,205.748,342.6
12721,6.16,367,417,205.783,514.8
12722,18.76,486,434,200.593,1386.8
12723,0.76,210,318,210.0,1.6
12724,4.45,372,292,204.432,371.0
12725,2.03,100,288,208.212,99.7
12726,6.22,304,311,206.608,185.7
12727,17.69,514,426,198.943,1700.2
12728,12.8,344,303,206.374,492.9
12729,9.66,414,360,203.151,1089.1
12730,11.91,287,391,206.858,691.8
12731,7.53,416,387,202.762,662.1
12732,5.4,269,324,205.706,282.8
12733,16.5,319,408,205.608,622.9
12734,0.76,89,312,210.0,1.6
12735,5.32,279,295,209.312,307.9
12736,3.08,252,363,209.422,239.7
12737,16.4,481,368,203.774,1235.7
12738,12.76,483,302,204.743,560.2
12739,4.85,158,361,210.0,91.9
12740,3.93,459,340,208.588,300.4
12741,3.17,291,318,202.622,636.4
12742,9.66,393,398,205.977,626.1
12743,2.49,263,361,210.0,221.5
12744,16.9,584,335,202.165,1278.3
12745,8.28,368,286,203.209,505.4
12746,0.76,211,410,210.0,1.6
12747,12.75,532,434,198.943,1506.6
12748,9.28,610,366,200.851,1337.7
12749,7.92,299,331,210.0,426.6
12750,9.89,534,339,202.018,568.1
12751,6.95,239,363,209.134,387.1
12752,20.95,528,289,202.991,1536.3
12753,5.79,208,414,206.263,48.5
12754,13.42,502,316,198.943,1392.5
12755,7.19,440,325,207.462,557.8
12756,16.54,398,362,204.879,986.9
12757,6.35,428,370,202.177,523.8
12758,11.86,263,284,209.056,460.4
12759,5.24,410,337,206.046,309.5
12760,9.8,136,330,207.33,304.2
12761,9.65,581,309,201.306,830.6
12762,14.1,519,412,200.99,983.9
12763,14.0,271,340,208.477,659.6
12764,1.75,307,307,208.165,408.6
12765,12.09,335,407,206.419,866.3
12766,5.53,243,286,206.587,610.8
12767,2.7,341,389,208.749,1.6
12768,10.44,304,369,210.0,269.4
12769,0.76,182,334,210.0,59.1
12770,3.13,89,251,210.0,93.6
12771,11.15,333,307,204.409,458.4
12772,0.76,176,261,210.0,1.6
12773,0.76,89,372,208.334,1.6
12774,8.16,305,420,207.636,322.4
12775,2.43,243,270,209.153,1.6
12776,5.57,256,326,207.034,194.4
12777,10.51,448,337,207.394,490.4
12778,18.59,610,293,203.951,1091.1
12779,8.27,345,340,205.839,921.0
12780,5.13,89,339,210.0,46.4
12781,7.99,440,375,206.505,281.3
12782,3.33,357,434,203.267,688.2
12783,14.22,578,324,198.943,1010.8
12784,11.82,458,305,204.401,782.6
12785,9.3,140,343,207.805,212.6
12786,0.97,431,393,207.011,513.7
12787,9.63,323,351,203.631,585.3
12788,7.29,248,380,210.0,411.1
12789,3.69,182,262,209.066,140.1
12790,5.14,108,309,210.0,160.4
12791,15.38,461,363,201.273,1075.0
12792,7.67,480,338,204.893,396.8
12793,0.76,137,375,210.0,1.6
12794,13.94,376,258,202.152,807.5
12795,10.46,218,354,205.276,458.5
12796,16.73,389,331,204.33,1111.9
12797,6.52,386,323,208.483,789.1
12798,4.46,534,294,206.786,1018.6
12799,12.9,376,382,207.221,401.3
12800,11.49,532,372,201.521,633.8
12801,14.79,438,344,199.15,1099.0
12802,0.76,359,323,208.885,325.4
12803,7.88,431,339,206.029,599.0
12804,5.46,412,280,206.088,341.8
12805,10.05,238,320,208.885,669.9
12806,12.74,412,279,202.391,672.7
12807,7.74,587,379,205.832,599.1
12808,15.41,501,416,201.722,1306.3
12809,16.09,399,357,202.661,1010.6
12810,7.17,210,257,207.43,206.7
12811,14.7,610,325,198.943,1256.9
12812,8.37,216,419,209.997,583.3
12813,23.36,610,381,198.943,1757.2
12814,13.05,337,324,198.943,1038.0
12815,7.45,207,305,206.035,413.2
12816,7.37,328,323,210.0,383.4
12817,5.79,326,316,203.811,404.5
12818,15.81,610,404,199.886,1528.6
12819,0.76,523,409,205.581,160.0
12820,12.16,442,423,202.797,817.7
12821,8.03,355,347,202.869,1005.7
12822,1.7,273,387,210.0,326.1
12823,3.68,194,416,210.0,94.2
12824,1.22,148,348,210.0,34.9
12825,5.99,229,413,203.137,422.4
12826,0.76,143,334,205.627,239.9
12827,16.76,262,354,200.748,931.8
12828,6.68,373,352,203.732,525.2
12829,2.19,89,300,207.769,1.6
12830,15.29,593,417,198.943,1566.7
12831,10.79,572,384,201.938,1058.3
12832,12.16,214,405,205.627,400.1
12833,2.94,366,342,204.726,319.8
12834,17.44,540,319,198.943,1237.8
12835,13.97,390,298,202.0,1200.0
12836,0.76,249,358,210.0,1.6
12837,6.19,184,300,207.138,437.1
12838,0.76,436,414,207.276,221.7
12839,11.92,298,434,206.236,823.8
12840,9.46,347,391,206.182,492.3
12841,23.47,431,353,198.943,1597.1
12842,0.76,89,279,210.0,1.6
12843,8.04,205,314,205.621,102.3
12844,21.54,610,350,198.943,1606.0
12845,15.93,610,371,198.943,1720.9
12846,18.59,610,377,204.387,1248.2
12847,16.17,458,311,202.095,1102.7
12848,7.54,600,377,205.487,1135.7
12849,21.11,431,378,198.967,1435.4
12850,14.02,492,370,201.076,1199.0
12851,0.76,283,272,210.0,1.6
12852,0.76,146,338,210.0,1.6
12853,3.51,255,245,209.555,121.1
12854,14.03,366,303,205.391,599.7
12855,11.78,453,339,200.784,1204.2
12856,7.12,165,340,208.805,408.2
12857,10.57,583,407,198.943,1133.0
12858,16.45,485,297,198.943,1325.8
12859,8.39,493,335,200.149,818.4
12860,6.9,89,351,210.0,63.5
12861,12.09,355,359,202.978,835.9
12862,18.21,487,367,198.943,1336.0
12863,4.0,237,345,209.65,210.1
12864,10.72,607,301,201.646,976.9
12865,11.61,280,253,203.308,533.5
12866,13.89,397,337,203.375,850.6
12867,14.36,605,377,200.76,1172.5
12868,10.95,433,382,200.529,1013.0
12869,6.11,236,386,209.711,518.4
12870,3.55,335,384,210.0,427.7
12871,4.11,89,258,210.0,1.6
12872,1.36,295,346,205.651,127.9
12873,4.81,364,316,206.983,295.9
12874,0.9,251,434,203.679,229.3
12875,6.94,89,290,210.0,211.3
12876,9.2,389,358,207.127,361.2
12877,16.56,277,305,203.663,771.9
12878,5.53,192,343,209.873,272.0
12879,11.99,486,312,204.31,777.5
12880,0.76,199,379,208.875,1.6
12881,12.43,515,267,199.903,1021.6
12882,2.61,325,293,210.0,214.3
12883,0.76,323,323,201.524,243.2
12884,4.58,194,349,207.309,445.7
12885,0.76,385,345,206.402,174.0
12886,9.09,427,328,200.152,749.7
12887,6.3,233,320,207.923,520.2
12888,9.94,238,381,205.086,429.0
12889,1.67,113,348,210.0,1.6
12890,13.71,447,332,198.943,1715.7
12891,9.04,457,326,205.73,460.8
12892,7.01,181,343,205.677,127.0
12893,13.19,361,329,204.862,779.5
12894,13.01,598,339,200.608,920.4
12895,8.15,579,358,200.561,1053.3
12896,8.28,499,329,198.943,875.3
12897,16.86,293,354,205.705,853.8
12898,22.86,610,425,198.943,1892.7
12899,3.41,250,289,209.495,1.6
12900,13.14,304,350,203.979,1154.4
12901,13.87,482,320,198.943,559.9
12902,5.22,460,254,201.452,716.3
12903,0.76,121,275,210.0,1.6
12904,12.28,251,324,205.806,559.6
12905,14.21,548,317,199.797,1476.6
12906,15.89,480,334,201.952,1013.0
12907,9.81,287,245,209.6,295.1
12908,8.41,289,397,207.857,428.0
12909,8.51,267,330,208.098,154.4
12910,5.4,305,367,202.361,369.0
12911,9.09,241,368,209.612,374.3
12912,12.67,444,392,207.579,578.4
12913,13.8,491,264,203.094,777.9
12914,11.57,570,354,201.564,1083.1
12915,5.21,224,393,210.0,1.6
12916,0.76,235,361,210.0,1.6
12917,0.76,89,245,210.0,1.6
12918,13.12,518,332,200.912,1156.9
12919,4.33,243,356,210.0,144.1
12920,7.59,238,363,209.356,403.4
12921,9.46,397,403,206.557,600.8
12922,13.23,341,326,207.589,836.1
12923,6.42,418,358,208.797,266.6
12924,13.45,501,405,201.036,1249.8
12925,1.7,290,329,210.0,227.3
12926,4.48,158,388,208.807,185.1
12927,7.92,439,318,208.16,187.3
12928,15.0,343,360,206.163,942.0
12929,21.73,610,424,200.291,1658.9
12930,11.12,376,379,202.291,1161.2
12931,0.76,109,298,210.0,1.6
12932,6.56,345,434,206.853,536.9
12933,10.55,446,297,204.142,1043.1
12934,8.38,337,377,210.0,190.4
12935,3.21,394,340,200.518,721.8
12936,5.62,339,306,206.034,422.3
12937,6.31,285,323,209.052,555.8
12938,9.84,543,298,201.106,854.9
12939,1.55,89,384,207.061,1.6
12940,3.07,548,312,201.521,517.9
12941,10.66,416,394,202.813,886.5
12942,6.76,396,245,205.322,369.9
12943,2.21,314,283,204.614,230.2
12944,12.69,492,352,202.244,971.1
12945,14.51,440,422,202.491,1106.5
12946,8.61,336,367,209.176,590.4
12947,4.21,589,415,203.72,1161.7
12948,8.32,465,344,202.767,911.0
12949,0.76,89,247,210.0,1.6
12950,3.01,357,416,204.865,607.7
12951,11.17,250,422,209.978,249.4
12952,6.17,344,358,205.79,334.3
12953,3.82,226,341,205.103,254.9
12954,12.23,447,434,203.663,1003.3
12955,0.76,89,281,210.0,1.6
12956,1.98,332,406,208.767,1.6
12957,13.32,593,294,199.005,1262.5
12958,17.85,505,394,199.935,1421.9
12959,21.57,610,320,198.943,1331.2
12960,14.45,469,324,209.354,1092.0
12961,10.3,610,342,202.011,460.0
12962,0.76,289,329,209.436,94.5
12963,12.03,411,309,203.026,764.8
12964,10.23,346,360,204.576,822.8
12965,4.81,340,292,210.0,265.6
12966,11.59,456,417,202.773,980.4
12967,13.64,376,375,206.218,753.4
12968,14.08,424,351,204.113,749.2
12969,0.76,96,346,210.0,1.6
12970,4.67,308,353,209.177,553.1
12971,13.52,600,402,198.943,1494.5
12972,2.05,134,422,210.0,267.6
12973,11.79,232,358,207.954,628.3
12974,2.93,356,398,203.9,390.1
12975,4.64,292,348,206.761,298.8
12976,4.59,346,299,207.307,302.6
12977,5.58,225,339,207.123,519.2
12978,0.76,312,383,207.803,1.6
12979,4.29,89,305,210.0,1.6
12980,7.28,243,319,210.0,1.6
12981,9.21,153,264,207.739,102.9
12982,0.76,89,319,210.0,1.6
12983,13.43,107,327,206.742,489.9
12984,9.32,223,331,210.0,338.4
12985,4.46,249,315,210.0,55.8
12986,11.03,307,411,207.592,1014.5
12987,2.46,301,361,208.667,277.6
12988,5.25,249,378,205.267,342.8
12989,4.19,293,381,202.87,304.0
12990,9.32,244,254,208.814,360.7
