,t (mm),d (mm),fy (MPa),E (MPa),Mu (kN⋅m)
2688,2.7,105,322,209.76,27.2
2689,10.34,172,284,209.017,296.8
2690,11.11,519,308,200.335,754.1
2691,12.15,512,323,199.997,1356.0
2692,5.74,89,245,210.0,521.9
2693,0.76,126,375,209.988,284.4
2694,7.91,364,390,199.503,1275.1
2695,11.42,489,343,209.597,270.1
2696,6.89,158,381,209.46,42.1
2697,10.45,487,319,200.76,886.5
2698,4.45,102,260,209.505,99.9
2699,6.03,404,293,202.938,1161.0
2700,16.24,129,403,209.856,214.6
2701,11.79,219,358,208.919,239.9
2702,11.44,529,336,200.693,187.0
2703,2.76,147,431,208.493,245.0
2704,6.68,549,394,200.484,877.9
2705,7.73,470,303,200.365,413.7
2706,21.99,515,421,199.486,1565.6
2707,8.34,458,325,200.327,1170.0
2708,22.16,511,392,199.972,730.1
2709,10.03,386,371,199.609,71.3
2710,2.85,105,386,209.652,47.3
2711,8.14,89,318,208.657,269.2
2712,9.38,297,296,209.394,175.2
2713,9.42,589,363,200.402,1169.4
2714,13.97,166,269,208.655,453.6
2715,10.15,409,318,200.331,538.4
2716,1.82,113,344,209.055,246.9
2717,8.06,482,314,206.492,936.1
2718,0.76,135,343,209.099,1.6
2719,6.73,568,392,200.479,1280.9
2720,3.59,156,360,209.049,206.3
2721,15.61,134,259,210.0,295.9
2722,26.6,589,368,200.717,876.8
2723,10.44,89,329,208.982,269.8
2724,10.33,461,429,200.543,844.4
2725,8.37,117,344,210.0,88.5
2726,16.53,400,290,209.24,166.2
2727,9.7,399,309,200.411,1196.0
2728,1.46,121,316,209.632,382.9
2729,15.58,444,333,199.32,1369.3
2730,8.6,368,314,200.303,1251.0
2731,6.63,89,319,209.415,240.0
2732,0.76,116,339,209.817,200.8
2733,2.48,89,311,208.945,129.4
2734,2.26,118,358,209.834,93.1
2735,6.9,450,302,200.511,385.9
2736,11.63,89,364,208.716,333.7
2737,7.19,368,315,199.177,1300.8
2738,8.11,409,326,199.312,395.3
2739,0.78,89,385,209.06,214.3
2740,16.11,335,276,209.041,217.5
2741,5.67,445,288,199.984,944.2
2742,0.76,152,383,210.0,1.6
2743,7.06,498,310,199.477,1145.3
2744,1.34,120,353,209.347,1.6
2745,3.14,141,378,209.892,394.2
2746,1.21,112,347,209.224,82.8
2747,8.72,610,429,201.205,744.2
2748,5.96,351,304,209.307,271.8
2749,1.06,161,355,209.817,277.3
2750,7.21,446,286,198.981,1521.2
2751,12.97,193,347,209.733,425.9
2752,10.72,554,346,199.571,1425.2
2753,10.4,183,375,209.195,208.8
2754,4.85,385,304,199.888,1138.6
2755,7.06,397,307,209.151,505.8
2756,0.76,108,352,209.207,1.6
2757,5.64,126,347,210.0,1.6
2758,9.09,89,345,209.813,1.6
2759,7.88,201,390,208.717,445.0
2760,5.65,149,298,209.621,252.6
2761,15.03,416,351,200.187,1094.0
2762,13.76,89,394,209.145,302.0
2763,1.32,89,358,208.975,245.8
2764,11.83,503,419,200.173,1225.2
2765,9.93,558,361,199.986,1062.5
2766,14.31,610,375,201.104,546.3
2767,5.74,147,388,209.413,82.0
2768,3.19,103,247,209.194,439.5
2769,9.42,233,287,200.572,177.9
2770,14.06,134,334,209.79,215.8
2771,7.79,375,427,200.984,1220.8
2772,17.83,409,335,209.302,367.3
2773,21.01,340,294,198.943,469.8
2774,5.55,89,328,210.0,205.6
2775,10.01,551,363,200.649,1367.0
2776,8.89,170,322,209.499,347.0
2777,5.84,89,343,209.038,483.7
2778,0.76,95,334,209.246,69.9
2779,13.14,89,302,200.469,410.4
2780,7.8,514,360,200.278,695.3
2781,8.84,504,301,199.943,1239.4
2782,13.66,610,335,200.362,771.7
2783,4.23,99,382,201.816,1.6
2784,2.28,149,285,208.918,211.5
2785,4.14,133,291,209.885,244.9
2786,8.19,477,342,200.855,945.7
2787,5.46,399,329,200.354,1143.3
2788,4.38,225,348,210.0,99.0
2789,8.54,392,340,200.075,1473.7
2790,12.02,578,353,199.427,453.8
2791,9.21,433,315,200.025,878.0
2792,7.14,89,265,209.527,373.8
2793,0.76,97,349,208.887,55.2
2794,4.82,169,304,205.936,280.3
2795,15.16,89,367,210.0,245.7
2796,5.18,260,304,209.756,330.7
2797,8.97,464,321,200.996,809.3
2798,4.72,172,377,209.626,123.4
2799,2.85,89,262,209.063,341.1
2800,9.68,515,349,200.009,1372.8
2801,9.35,457,290,209.441,335.1
2802,4.84,385,365,209.378,385.7
2803,16.08,496,409,200.653,1512.1
2804,23.47,480,312,200.718,913.1
2805,11.14,595,378,199.912,528.4
2806,0.76,146,364,210.0,1.6
2807,4.05,461,383,201.344,647.3
2808,13.58,152,277,209.878,1.6
2809,5.4,152,364,209.181,86.3
2810,6.23,89,361,209.671,1.6
2811,2.62,192,371,208.96,356.1
2812,7.69,261,408,204.038,112.3
2813,1.75,171,355,209.887,1.6
2814,17.17,89,364,208.85,362.0
2815,9.94,520,426,200.632,866.7
2816,9.56,106,272,210.0,161.7
2817,1.44,120,344,209.487,1.6
2818,7.28,431,381,209.377,409.3
2819,11.7,610,329,198.943,877.8
2820,14.46,89,373,209.027,331.9
2821,0.76,89,347,210.0,10.7
2822,5.31,175,370,210.0,84.6
2823,13.1,579,383,200.251,930.1
2824,14.75,402,280,209.108,226.9
2825,0.76,169,378,209.876,90.8
2826,0.76,89,353,209.613,311.6
2827,11.79,610,322,198.943,776.6
2828,7.02,483,388,200.492,730.8
2829,6.94,424,358,209.564,1319.4
2830,5.33,117,378,209.602,211.4
2831,3.0,96,341,209.719,252.3
2832,16.87,425,317,209.605,925.9
2833,11.69,573,321,200.252,1344.3
2834,4.83,89,284,208.773,317.0
2835,21.27,456,338,198.943,1168.8
2836,0.76,200,359,210.0,1.6
2837,0.97,92,363,209.522,7.0
2838,19.27,395,297,209.409,1166.4
2839,17.31,123,304,209.012,256.8
2840,13.97,89,335,210.0,153.6
2841,10.0,198,382,209.904,290.0
2842,5.95,337,384,199.608,1253.7
2843,2.29,89,371,209.223,106.7
2844,15.7,367,388,210.0,206.3
2845,22.56,340,313,199.338,937.6
2846,10.46,495,334,199.905,1348.5
2847,7.78,496,335,199.935,890.5
2848,8.45,89,294,209.633,139.4
2849,8.51,422,280,206.571,1277.1
2850,6.79,488,370,209.765,110.3
2851,24.26,565,330,199.926,1346.8
2852,0.76,185,356,209.574,103.4
2853,12.38,582,334,199.992,1194.4
2854,7.27,447,338,210.0,553.8
2855,12.67,610,342,199.544,883.1
2856,8.24,406,322,206.76,297.7
2857,2.1,89,369,209.61,193.8
2858,13.16,401,298,200.26,868.0
2859,7.78,424,382,209.418,453.8
2860,7.45,484,321,199.953,648.4
2861,11.07,564,353,199.105,646.8
2862,3.59,161,365,209.941,126.5
2863,9.01,549,326,200.068,856.6
2864,2.02,119,390,209.417,195.2
2865,10.38,170,404,209.639,182.2
2866,7.65,123,395,209.774,860.0
2867,10.93,95,373,209.285,303.5
2868,18.31,443,274,200.306,332.8
2869,12.02,570,316,200.451,1656.1
2870,4.3,176,344,209.734,87.7
2871,6.65,507,387,199.164,943.3
2872,8.76,422,384,210.0,917.8
2873,4.98,123,379,209.545,252.8
2874,4.47,373,321,209.823,246.0
2875,6.19,97,289,210.0,52.7
2876,12.45,610,368,199.992,962.9
2877,10.1,556,334,199.174,1373.6
2878,11.49,570,413,199.94,1320.4
2879,13.76,610,394,201.013,291.3
2880,2.55,173,368,210.0,1.6
2881,7.19,156,273,209.189,127.7
2882,11.18,535,347,200.48,1101.9
2883,9.04,118,346,210.0,149.1
2884,5.64,111,371,209.777,131.7
2885,9.56,505,323,200.557,839.0
2886,7.53,431,368,200.715,1033.8
2887,8.34,485,322,209.049,654.7
2888,8.2,509,405,199.875,831.1
2889,18.08,451,333,199.854,660.7
2890,0.76,198,379,210.0,321.3
2891,7.85,478,285,210.0,103.9
2892,9.71,393,400,199.046,890.3
2893,20.22,459,315,200.137,1084.4
2894,8.61,419,352,198.943,1136.6
2895,9.55,89,341,210.0,212.9
2896,7.73,392,322,210.0,211.9
2897,16.09,348,297,209.304,280.1
2898,13.12,89,380,209.17,331.2
2899,13.0,610,365,199.753,943.2
2900,9.15,586,407,199.755,1174.1
2901,8.19,540,330,199.558,1193.6
2902,13.87,364,414,209.91,129.9
2903,5.99,458,319,209.489,192.3
2904,9.96,492,316,200.361,1277.8
2905,8.26,466,325,199.452,1389.7
2906,3.3,89,282,209.391,429.9
2907,6.52,543,325,199.737,1468.0
2908,8.2,467,383,209.883,969.3
2909,4.6,89,281,209.121,327.3
2910,12.87,139,355,210.0,125.4
2911,14.9,460,295,209.274,282.9
2912,2.26,158,323,209.523,112.3
2913,2.42,89,245,209.275,159.8
2914,4.6,89,270,209.947,396.8
2915,6.75,447,393,209.4,237.6
2916,3.14,89,368,208.892,454.8
2917,7.9,567,339,206.718,1062.9
2918,8.48,429,290,199.852,1490.0
2919,6.41,157,350,209.892,11.2
2920,3.7,161,367,209.713,90.8
2921,14.09,444,310,199.843,1579.3
2922,8.53,131,366,209.32,89.3
2923,8.18,89,379,210.0,65.0
2924,7.07,496,392,201.1,932.6
2925,4.56,187,289,209.088,50.6
2926,3.23,97,345,209.754,194.3
2927,7.22,454,339,209.937,158.6
2928,18.53,462,289,198.956,219.1
2929,8.04,561,423,201.423,1233.5
2930,6.79,380,307,208.961,165.8
2931,8.31,439,316,199.927,228.2
2932,4.94,203,279,209.642,302.9
2933,3.01,94,263,209.569,224.9
2934,3.27,93,324,209.278,127.6
2935,11.76,89,353,208.971,123.4
2936,5.53,471,372,209.578,222.8
2937,7.69,89,347,209.934,235.0
2938,4.42,391,286,210.0,248.4
2939,9.36,602,386,200.02,1077.3
2940,23.62,453,312,198.943,1523.8
2941,0.76,113,376,209.677,119.9
2942,9.53,574,322,199.917,1491.7
2943,9.81,610,424,199.854,827.4
2944,3.77,458,368,210.0,133.7
2945,9.3,493,302,199.971,1164.3
2946,8.0,89,281,209.603,118.5
2947,5.24,472,336,200.888,1246.2
2948,7.0,381,402,200.042,306.3
2949,12.56,610,434,200.893,1098.8
2950,10.36,493,326,200.565,1248.4
2951,8.98,456,375,200.258,1.6
2952,4.95,102,341,209.337,239.6
2953,9.14,483,363,209.43,437.3
2954,7.05,458,303,204.779,213.8
2955,5.29,495,390,203.429,216.5
2956,3.3,115,374,210.0,231.9
2957,18.26,379,358,200.187,659.4
2958,12.82,89,300,208.922,209.6
2959,6.89,469,302,201.034,285.0
2960,9.71,511,317,198.943,1075.3
2961,0.76,212,357,209.761,1.6
2962,10.24,591,347,199.543,969.0
2963,12.24,610,364,198.943,565.1
2964,7.36,454,298,209.676,323.4
2965,3.69,413,297,209.369,360.1
2966,6.99,390,299,208.265,223.5
2967,15.93,136,285,208.949,194.7
2968,18.71,446,350,199.358,1366.4
2969,9.84,512,434,199.275,1033.6
2970,0.76,89,366,209.85,1.6
2971,4.22,89,365,209.704,268.0
2972,13.24,352,310,210.0,192.6
2973,8.46,591,328,199.676,863.5
2974,14.68,315,359,209.596,273.4
2975,9.36,89,369,209.852,272.0
2976,5.89,453,385,209.45,157.6
2977,12.66,610,358,199.882,1168.6
2978,5.09,89,367,209.033,39.4
2979,6.56,364,400,199.833,1276.9
2980,9.25,468,410,200.042,945.4
2981,22.61,386,277,208.194,375.2
2982,10.38,573,357,201.016,784.9
2983,4.94,196,375,210.0,92.3
2984,7.5,522,331,199.612,992.8
2985,9.65,568,327,199.049,960.7
2986,7.46,461,326,199.358,244.3
2987,8.58,445,334,200.082,1415.1
2988,10.43,479,346,199.645,1609.9
2989,15.87,430,380,209.616,153.6
2990,20.48,417,372,198.943,1476.4
2991,4.22,137,388,209.797,303.8
2992,5.19,164,349,209.376,323.7
2993,7.51,535,342,199.843,1474.5
2994,0.96,133,326,210.0,1.6
2995,6.03,444,421,210.0,244.2
2996,8.35,422,330,199.783,351.5
2997,2.69,183,351,209.6,53.2
2998,3.65,149,357,209.823,120.6
2999,0.76,245,392,209.245,313.3
3000,1.63,89,376,209.237,1.6
3001,9.37,557,406,201.095,738.8
3002,9.76,508,404,200.83,1195.3
3003,6.39,413,328,199.875,1248.5
3004,3.83,94,372,210.0,193.1
3005,5.26,145,265,208.421,191.5
3006,0.76,89,383,209.767,116.1
3007,4.92,90,360,209.995,81.2
3008,9.51,509,337,199.213,1491.0
3009,13.2,610,384,200.433,521.9
3010,9.7,496,353,200.933,863.3
3011,18.89,89,307,210.0,194.6
3012,6.53,89,301,209.718,124.3
3013,11.65,610,434,200.261,482.4
3014,13.43,610,328,200.046,1021.4
3015,8.32,507,399,200.3,955.5
3016,19.19,436,331,199.597,910.4
3017,10.24,135,262,209.625,346.3
3018,16.18,317,285,199.922,632.1
3019,9.49,547,313,198.943,1139.6
3020,7.42,89,272,209.426,172.2
3021,10.91,546,336,199.427,1086.4
3022,9.24,479,358,200.774,974.9
3023,1.88,170,380,209.958,168.2
3024,10.22,528,350,199.45,1213.8
3025,9.87,447,410,209.927,1421.3
3026,9.08,567,341,199.709,1270.4
3027,17.16,473,332,200.002,1184.8
3028,5.46,179,380,209.729,268.2
3029,7.28,444,310,209.868,142.7
3030,3.23,139,353,209.494,222.6
3031,12.92,403,293,209.542,1714.3
3032,7.86,97,344,209.009,224.3
3033,3.34,191,365,209.99,232.3
3034,6.44,89,358,209.722,207.4
3035,9.79,554,408,199.069,1297.1
3036,10.4,540,314,199.229,1247.6
3037,10.91,130,372,209.275,313.4
3038,13.7,90,294,209.581,231.0
3039,5.79,462,330,209.879,466.9
3040,2.96,89,365,209.298,179.9
3041,2.31,179,357,209.2,230.7
3042,4.31,124,358,209.641,122.7
3043,5.27,240,395,209.816,247.2
3044,11.27,424,393,209.771,1303.2
3045,11.41,580,333,199.883,1232.1
3046,0.76,130,307,209.593,331.3
3047,10.01,203,386,209.853,286.3
3048,12.11,561,339,199.643,748.9
3049,4.52,182,350,209.674,46.4
3050,0.76,265,354,208.447,412.8
3051,9.27,496,350,209.753,1165.5
3052,4.51,150,384,209.269,1.6
3053,4.32,89,300,208.784,288.7
3054,9.26,418,299,198.943,1252.4
3055,16.26,89,408,210.0,136.2
3056,8.63,380,303,210.0,313.9
3057,8.59,441,289,200.412,1610.4
3058,11.87,450,325,198.964,510.9
3059,7.06,89,358,209.462,92.9
3060,10.88,89,356,209.434,261.5
3061,9.39,165,357,208.967,134.3
3062,7.05,561,426,201.041,1075.8
3063,12.84,595,376,199.675,399.4
3064,6.31,427,396,209.746,380.1
3065,6.1,426,276,209.494,429.8
3066,6.74,504,367,199.275,1492.4
3067,2.07,140,368,209.826,179.8
3068,10.53,294,282,209.917,833.5
3069,10.16,412,321,199.356,1166.4
3070,7.25,469,344,198.943,995.0
3071,6.8,126,304,201.059,947.4
3072,6.92,528,389,199.577,1367.9
3073,13.59,610,360,200.444,948.9
3074,0.94,126,344,208.663,1.6
3075,13.43,394,302,201.581,766.6
3076,8.11,116,321,209.019,234.6
3077,1.89,119,374,210.0,111.2
3078,16.74,89,294,209.691,226.8
3079,7.43,144,312,210.0,196.1
3080,3.52,132,299,208.817,271.2
3081,0.76,96,345,210.0,1.6
3082,8.86,582,346,200.95,1055.5
3083,6.7,365,425,199.869,359.6
3084,8.11,373,309,199.91,1222.2
3085,11.55,610,322,198.943,1159.0
3086,18.59,518,336,198.965,1506.3
3087,14.86,318,293,210.0,609.8
3088,5.59,463,396,200.332,955.6
3089,4.96,143,358,209.047,310.5
3090,6.08,348,333,210.0,339.5
3091,10.02,455,326,199.679,1421.9
3092,11.01,123,323,209.365,58.4
3093,8.42,142,318,200.773,173.7
3094,8.38,399,331,199.723,674.6
3095,8.31,165,362,209.807,270.7
3096,4.89,119,370,209.655,152.7
3097,5.9,485,316,200.866,890.5
3098,10.07,530,334,201.058,1004.3
3099,24.77,422,309,198.943,1438.2
3100,8.55,451,413,199.329,216.3
3101,0.76,110,383,208.946,280.1
3102,13.14,107,341,210.0,78.0
3103,0.76,89,353,210.0,1.6
3104,13.35,610,346,199.122,1197.7
3105,3.56,155,384,210.0,201.1
3106,3.34,111,349,210.0,202.5
3107,9.15,255,297,209.637,284.3
3108,10.77,528,287,199.96,434.6
3109,12.7,143,340,209.348,283.1
3110,3.87,411,327,200.208,220.1
3111,14.54,351,307,209.254,428.4
3112,14.02,483,340,200.413,1201.9
3113,14.09,111,294,209.256,262.2
3114,22.39,534,336,199.895,1671.7
3115,18.79,573,357,199.88,1067.3
3116,7.1,469,317,200.145,1445.3
3117,9.41,507,367,200.096,965.7
3118,6.62,166,380,209.535,98.0
3119,5.13,111,271,208.645,114.3
3120,22.39,436,346,199.961,1039.8
3121,12.19,610,383,200.299,1092.4
3122,10.16,580,392,199.982,1256.6
3123,0.76,172,276,209.579,141.7
3124,6.68,89,296,209.32,221.3
3125,5.35,119,341,209.881,1.6
3126,3.52,89,401,210.0,1.6
3127,9.3,89,349,209.635,1.6
3128,0.76,89,344,209.286,407.9
3129,8.92,519,327,200.503,1549.5
3130,5.54,204,374,210.0,137.4
3131,12.55,610,333,199.8,825.0
3132,13.39,610,390,201.661,242.6
3133,7.08,434,368,208.213,132.3
3134,10.49,538,344,199.347,1058.2
3135,10.68,610,351,199.368,1203.3
3136,13.28,610,394,199.55,658.1
3137,14.03,610,372,199.168,948.4
3138,9.39,103,390,209.554,82.1
3139,5.78,416,314,210.0,264.0
3140,4.61,129,376,210.0,103.3
3141,3.63,125,398,209.252,205.6
3142,9.2,124,274,209.572,387.2
3143,10.74,602,357,200.741,223.1
3144,3.27,405,395,199.954,587.1
3145,8.24,375,303,208.853,616.3
3146,4.45,348,367,208.928,247.3
3147,8.06,110,314,210.0,239.4
3148,14.42,89,379,210.0,349.0
3149,2.2,121,395,209.357,1.6
3150,4.29,89,293,199.981,19.4
3151,4.38,89,367,209.436,305.2
3152,12.84,89,291,209.212,161.7
3153,14.15,161,378,209.508,114.6
3154,6.58,176,413,209.506,292.4
3155,8.66,535,318,199.333,769.0
3156,1.37,99,248,208.89,525.2
3157,2.92,347,372,208.596,1010.3
3158,5.3,365,375,209.584,41.5
3159,2.88,134,353,209.272,219.3
3160,4.44,437,313,210.0,269.0
3161,1.2,89,301,209.955,292.8
3162,9.2,506,346,199.303,1700.0
3163,5.03,268,363,209.98,270.5
3164,9.58,457,339,199.83,1049.9
3165,6.22,461,395,199.886,155.5
3166,9.72,551,378,199.379,1519.8
3167,10.12,89,266,209.279,361.0
3168,3.18,427,364,199.844,825.3
3169,4.14,124,315,209.667,134.8
3170,6.83,89,372,209.094,195.2
3171,5.3,89,362,208.846,100.6
3172,9.83,155,412,209.609,1389.0
3173,6.85,483,382,199.566,207.0
3174,10.87,379,302,199.826,223.6
3175,12.72,103,361,209.06,291.8
3176,8.47,441,300,199.227,776.8
3177,7.12,174,294,210.0,404.2
3178,10.6,567,337,199.239,1334.1
3179,11.34,566,331,200.008,949.7
3180,11.29,562,345,200.341,1093.9
3181,6.8,481,329,199.681,1409.5
3182,0.76,160,303,209.102,315.6
3183,7.98,516,349,199.257,1386.9
3184,8.32,150,369,209.646,258.7
3185,7.48,427,297,198.943,1380.4
3186,6.35,89,393,209.736,131.4
3187,4.65,139,381,210.0,68.4
3188,5.14,153,347,209.233,11.2
3189,2.94,173,380,209.506,158.2
3190,7.1,430,301,199.15,748.9
3191,8.25,572,411,200.163,959.7
3192,12.12,89,316,210.0,425.8
3193,7.12,101,293,210.0,167.0
3194,10.21,610,348,200.042,888.7
3195,9.53,146,285,209.858,218.6
3196,3.53,94,357,209.851,31.9
3197,8.22,460,322,200.335,273.2
3198,4.5,428,416,199.303,844.1
3199,8.81,379,308,209.382,571.5
3200,8.22,392,372,209.715,1651.6
3201,6.4,459,287,199.401,230.6
3202,5.6,449,364,199.848,1064.1
3203,6.35,593,324,199.743,1322.7
3204,19.29,541,324,199.308,1480.4
3205,15.63,327,291,199.537,297.2
3206,10.15,89,356,210.0,502.2
3207,9.52,137,372,209.723,114.1
3208,6.22,89,354,209.174,359.8
3209,11.52,498,356,198.943,1232.7
3210,3.49,96,268,209.292,262.0
3211,5.41,89,337,209.08,490.3
3212,9.71,541,326,201.116,1298.0
3213,8.38,531,415,200.637,1113.7
3214,7.33,412,296,209.941,46.0
3215,9.23,564,345,200.278,1022.9
3216,10.13,554,325,201.594,1372.0
3217,5.09,421,314,207.602,276.0
3218,3.33,162,382,208.725,1.6
3219,8.15,610,368,199.483,1141.5
3220,13.73,406,291,204.534,302.9
3221,12.83,197,392,208.982,309.3
3222,6.44,437,338,209.667,1482.7
3223,10.2,387,362,209.339,39.0
3224,6.28,129,327,209.193,196.5
3225,12.08,162,268,209.923,404.2
3226,3.13,89,359,209.574,1.6
3227,13.24,387,406,209.253,384.6
3228,2.48,143,387,209.27,1.6
3229,6.54,89,356,209.686,57.2
3230,9.03,256,361,209.924,226.4
3231,7.17,555,412,199.509,1513.8
3232,12.46,448,290,200.257,1307.0
3233,8.56,190,355,209.107,68.6
3234,4.82,372,312,209.839,143.1
3235,7.54,409,387,203.398,230.7
3236,7.73,550,325,199.365,1274.5
3237,4.0,110,378,210.0,63.9
3238,5.87,154,261,209.949,108.4
3239,2.49,118,362,209.452,27.5
3240,7.95,491,332,200.322,1184.0
3241,11.87,96,349,209.614,293.2
3242,8.49,452,321,199.516,1199.9
3243,1.94,130,359,208.853,355.0
3244,10.86,587,367,199.792,383.4
3245,1.07,125,388,209.642,1.6
3246,10.67,400,315,209.137,303.3
3247,7.85,441,288,209.544,1105.5
3248,5.76,89,299,210.0,242.5
3249,7.64,548,346,200.348,527.6
3250,5.56,89,293,209.697,370.0
3251,13.75,333,353,209.421,352.2
3252,11.59,610,394,201.016,459.3
3253,2.18,89,269,209.448,192.6
3254,5.03,138,378,210.0,91.9
3255,5.17,195,344,209.522,1.6
3256,4.22,218,360,210.0,246.0
3257,9.51,89,306,209.971,135.6
3258,12.83,176,299,209.343,305.3
3259,9.65,477,344,199.619,1471.3
3260,5.99,456,317,209.682,563.0
3261,14.86,428,373,208.473,1055.4
3262,5.18,92,352,209.754,138.0
3263,8.65,426,325,199.876,1209.5
3264,7.74,439,293,205.892,1169.0
3265,21.69,446,344,199.24,952.8
3266,10.03,452,332,200.504,1320.5
3267,7.28,168,388,210.0,167.4
3268,8.21,522,302,200.566,1555.5
3269,16.35,89,341,209.14,219.9
3270,7.7,519,325,200.753,950.0
3271,8.88,594,349,200.457,1185.5
3272,4.71,98,362,208.626,25.0
3273,6.45,89,279,210.0,168.4
3274,4.78,89,340,209.698,56.6
3275,8.13,470,329,200.782,802.3
3276,8.28,89,355,209.2,80.3
3277,4.8,143,364,209.517,205.7
3278,7.14,463,292,210.0,171.5
3279,12.12,113,278,210.0,339.8
3280,4.0,300,281,208.734,433.9
3281,0.76,140,259,208.939,117.5
3282,3.61,94,394,209.837,1.6
3283,10.39,466,384,199.903,371.1
3284,5.37,432,309,209.434,1356.3
3285,7.3,469,334,200.044,913.1
3286,6.98,106,337,209.141,114.7
3287,10.06,451,319,199.615,857.9
3288,8.88,559,408,200.101,1064.0
3289,11.11,115,298,209.416,194.3
3290,6.65,120,365,209.858,182.9
3291,12.23,522,342,199.753,946.4
3292,10.11,471,415,200.419,1368.9
3293,6.71,474,306,204.391,283.9
3294,2.86,107,369,209.402,268.6
3295,8.66,453,328,201.272,1064.9
3296,0.76,89,334,209.481,451.4
3297,6.28,172,390,209.39,256.6
3298,20.9,425,315,204.152,334.4
3299,17.62,433,342,209.668,358.9
3300,5.42,413,309,209.774,920.5
3301,7.44,531,403,200.827,1289.2
3302,0.76,95,385,209.993,56.9
3303,6.26,167,352,210.0,152.8
3304,1.09,102,359,210.0,78.2
3305,4.35,89,266,209.909,283.7
3306,15.46,109,277,208.845,243.2
3307,11.84,566,365,199.861,593.2
3308,13.12,117,351,209.344,79.3
3309,20.65,95,393,209.901,54.6
3310,6.13,414,321,199.865,1233.9
3311,12.15,89,298,209.564,412.0
3312,12.03,600,376,199.351,439.1
3313,6.26,107,276,209.438,265.2
3314,10.19,579,353,198.943,992.4
3315,7.77,484,295,199.794,1089.6
3316,6.02,117,351,202.703,273.6
3317,4.88,140,381,209.499,302.1
3318,13.41,427,311,210.0,395.0
3319,17.22,438,318,200.034,1080.3
3320,9.12,507,379,199.082,1003.9
3321,9.3,434,306,199.934,1260.1
3322,5.76,99,296,210.0,263.5
3323,4.57,160,300,209.026,239.3
3324,11.0,529,321,200.838,603.8
3325,6.39,89,283,210.0,388.5
3326,16.07,353,282,200.049,376.9
3327,11.38,592,434,200.135,1010.3
3328,0.76,89,373,209.847,105.3
3329,7.81,378,290,209.494,920.2
3330,1.31,248,389,210.0,163.4
3331,2.17,103,286,209.587,332.2
3332,5.47,187,376,209.973,13.0
3333,0.76,168,370,209.668,136.8
3334,1.77,103,388,210.0,179.2
3335,1.26,89,340,209.821,82.7
3336,5.78,157,359,209.905,133.8
3337,6.31,109,355,209.153,151.4
3338,7.96,444,325,199.766,1352.7
3339,11.14,444,321,201.042,1077.9
3340,9.27,117,375,199.87,1033.0
3341,10.52,514,348,199.728,1164.3
3342,3.39,89,267,209.221,496.6
3343,7.84,166,361,209.937,354.9
3344,14.38,96,290,209.134,373.0
3345,3.8,155,377,210.0,56.2
3346,2.86,89,371,209.482,68.1
3347,3.49,112,337,210.0,167.7
3348,13.39,391,347,200.195,553.0
3349,5.37,411,314,209.932,317.7
3350,11.27,592,353,200.794,574.3
3351,9.95,537,360,200.69,864.8
3352,8.36,134,367,209.625,22.8
3353,3.77,166,396,210.0,269.0
3354,6.04,353,321,209.552,202.2
3355,6.85,303,294,208.906,1055.9
3356,23.27,406,323,198.943,1556.3
3357,6.88,502,428,200.098,1509.3
3358,14.27,416,302,199.719,507.0
3359,6.77,405,356,205.73,461.9
3360,26.6,610,370,198.943,1107.7
3361,10.06,507,344,200.139,822.1
3362,3.72,89,283,208.781,266.0
3363,12.83,610,377,200.144,1043.3
3364,11.11,389,279,209.301,369.9
3365,5.89,128,353,209.823,142.9
3366,6.78,438,289,200.227,1050.8
3367,4.76,176,350,210.0,170.5
3368,8.25,500,338,199.253,1342.6
3369,6.12,89,296,209.702,583.2
3370,10.16,357,291,209.277,1220.6
3371,10.32,471,310,200.137,802.6
3372,9.33,457,368,200.358,594.6
3373,8.06,425,329,200.05,1177.7
3374,11.76,513,319,200.297,1360.2
3375,13.28,610,359,200.27,1183.0
3376,11.0,604,369,200.293,1132.2
3377,26.6,601,337,199.634,1130.2
3378,5.82,124,349,209.805,165.5
3379,4.63,214,332,210.0,185.8
3380,2.61,89,267,209.831,307.5
3381,0.76,89,359,209.388,315.4
3382,15.46,395,365,209.206,304.3
3383,5.5,392,290,199.879,1397.1
3384,10.36,536,308,199.746,1424.4
3385,12.13,610,434,199.037,1174.8
3386,4.13,112,349,209.357,225.5
3387,10.59,118,331,209.201,368.5
3388,0.76,89,369,208.337,198.3
3389,5.03,393,350,209.402,196.6
3390,10.08,479,352,200.791,603.9
3391,1.3,97,379,209.604,228.3
3392,1.45,159,349,210.0,1.6
3393,3.03,89,345,209.661,106.7
3394,2.45,143,381,210.0,202.1
3395,8.44,489,394,199.271,51.5
3396,6.82,403,299,199.927,1434.8
3397,1.1,109,347,209.597,1.6
3398,11.32,89,267,210.0,476.5
3399,10.64,503,359,199.32,959.3
3400,16.94,436,331,205.515,227.9
3401,9.5,187,363,209.948,273.3
3402,2.84,165,361,209.911,27.2
3403,12.76,606,379,200.133,756.1
3404,10.5,474,309,201.307,1128.4
3405,2.08,89,290,209.086,155.0
3406,0.76,89,261,210.0,584.1
3407,5.99,180,289,209.959,208.8
3408,7.92,445,325,200.12,1252.0
3409,1.11,156,270,209.748,442.3
3410,6.56,442,287,200.742,1308.9
3411,7.82,409,315,199.302,1322.5
3412,4.55,125,351,209.925,218.0
